"","seqnames","start","end","width","strand","name","score","nearest_gene_id","nearest_gene","distance_to_tss","inside_gene","location","lola_motif"
"591","chr2R",16800123,16800322,200,"*","lola_i_peaks_1_peak_556",42.80233,"FBgn0034159","CG15615",3815,"FALSE","distal",1
"592","chrX",16987243,16987442,200,"*","lola_i_peaks_1_peak_1684",42.02,"FBgn0266354","CG45002",276,"TRUE","promoter",2
"593","chr3R",24543798,24543997,200,"*","lola_i_peaks_1_peak_1386",41.92866,"FBgn0039207","CG5789",15,"TRUE","promoter",1
"594","chr2R",6241840,6242039,200,"*","lola_i_peaks_1_peak_346",41.91672,"FBgn0033075","Pld",63,"FALSE","promoter",2
"595","chr3L",7718779,7718978,200,"*","lola_i_peaks_1_peak_837",41.6791,"FBgn0052373","CG32373",470,"TRUE","distal",2
"596","chr2L",10032519,10032718,200,"*","lola_i_peaks_1_peak_168",41.48675,"FBgn0027600","obst-B",70,"FALSE","promoter",2
"597","chr2R",6758809,6759008,200,"*","lola_i_peaks_1_peak_357",41.25427,"FBgn0033101","CG9436",5,"FALSE","promoter",1
"598","chrX",15924848,15925047,200,"*","lola_i_peaks_1_peak_1678",41.24205,"FBgn0010240","Lcch3",156,"FALSE","promoter",2
"599","chr2L",1048110,1048309,200,"*","lola_i_peaks_1_peak_24",41.12166,"FBgn0031294","IA-2",156,"FALSE","promoter",1
"600","chr2R",18497988,18498187,200,"*","lola_i_peaks_1_peak_579",40.92282,"FBgn0028496","CG30116",61,"FALSE","promoter",2
"601","chr3R",22639643,22639842,200,"*","lola_i_peaks_1_peak_1359",40.79797,"FBgn0266418","wake",64,"FALSE","promoter",1
"602","chr2R",21417080,21417279,200,"*","lola_i_peaks_1_peak_631",40.46854,"FBgn0010415","Sdc",105,"TRUE","promoter",3
"603","chr2R",16240625,16240824,200,"*","lola_i_peaks_1_peak_549",40.31985,"FBgn0034098","krimp",2,"FALSE","promoter",1
"604","chr2L",2400047,2400246,200,"*","lola_i_peaks_1_peak_58",40.24127,"FBgn0031424","VGlut",147,"TRUE","promoter",1
"605","chr3R",11510484,11510683,200,"*","lola_i_peaks_1_peak_1202",40.17381,"FBgn0037908","dpr5",9513,"FALSE","distal",3
"606","chr2R",7984192,7984391,200,"*","lola_i_peaks_1_peak_387",39.90649,"FBgn0033246","ACC",228,"TRUE","promoter",1
"607","chr2R",22871026,22871225,200,"*","lola_i_peaks_1_peak_660",39.8169,"FBgn0034788","CG13532",63,"FALSE","promoter",1
"608","chr2R",23683324,23683523,200,"*","lola_i_peaks_1_peak_671",39.73979,"FBgn0265052","St3",46,"TRUE","promoter",3
"609","chrX",17018422,17018621,200,"*","lola_i_peaks_1_peak_1686",39.69951,"FBgn0266354","CG45002",122,"TRUE","promoter",2
"610","chr2L",10517134,10517333,200,"*","lola_i_peaks_1_peak_173",39.547,"FBgn0267828","Fatp",15,"FALSE","promoter",1
"611","chr2R",18503427,18503626,200,"*","lola_i_peaks_1_peak_580",39.52294,"FBgn0034354","GstE11",80,"FALSE","promoter",3
"612","chr2R",9515692,9515891,200,"*","lola_i_peaks_1_peak_427",39.07738,"FBgn0259246","brp",658,"TRUE","distal",2
"613","chr2L",4441166,4441365,200,"*","lola_i_peaks_1_peak_87",39.03773,"FBgn0031602","CG15431",15,"TRUE","promoter",1
"614","chr2L",20808102,20808301,200,"*","lola_i_peaks_1_peak_306",38.93501,"FBgn0032886","CG9328",1771,"TRUE","distal",4
"615","chr3L",9196756,9196955,200,"*","lola_i_peaks_1_peak_869",38.93501,"FBgn0035968","Slc45-1",9756,"FALSE","distal",4
"616","chr3L",21625637,21625836,200,"*","lola_i_peaks_1_peak_1066",38.93501,"FBgn0037108","Alg11",68,"FALSE","promoter",3
"617","chr2R",8145884,8146083,200,"*","lola_i_peaks_1_peak_391",38.45663,"FBgn0263593","Lpin",2,"TRUE","promoter",2
"618","chr3R",4280041,4280240,200,"*","lola_i_peaks_1_peak_1092",38.3708,"FBgn0041605","cpx",79,"FALSE","promoter",3
"619","chr3R",4251340,4251539,200,"*","lola_i_peaks_1_peak_1091",38.35023,"FBgn0037225","TwdlG",98,"FALSE","promoter",3
"620","chr2R",24057077,24057276,200,"*","lola_i_peaks_1_peak_687",38.28506,"FBgn0034966","CG13563",39,"TRUE","promoter",1
"621","chr3L",10427455,10427654,200,"*","lola_i_peaks_1_peak_894",38.17508,"FBgn0036083","Ir67b",4427,"FALSE","distal",2
"622","chr2R",16578687,16578886,200,"*","lola_i_peaks_1_peak_554",37.97481,"FBgn0016131","Cdk4",682,"FALSE","distal",1
"623","chr2L",22153456,22153655,200,"*","lola_i_peaks_1_peak_331",37.62283,"FBgn0261802","CG42748",18,"TRUE","promoter",2
"624","chr3R",12398843,12399042,200,"*","lola_i_peaks_1_peak_1218",37.58586,"FBgn0085431","CG34402",13,"TRUE","promoter",2
"625","chr2L",13947549,13947748,200,"*","lola_i_peaks_1_peak_218",37.41977,"FBgn0032536","Ance-3",172,"TRUE","promoter",3
"626","chr3R",25304061,25304260,200,"*","lola_i_peaks_1_peak_1400",37.28514,"FBgn0051436","CG31436",23,"TRUE","promoter",2
"627","chr2R",13296663,13296862,200,"*","lola_i_peaks_1_peak_500",37.20497,"FBgn0052843","Dh31-R",835,"FALSE","distal",3
"628","chr2L",1185830,1186029,200,"*","lola_i_peaks_1_peak_27",37.0238,"FBgn0031322","CG5001",34,"TRUE","promoter",2
"629","chrX",10627422,10627621,200,"*","lola_i_peaks_1_peak_1628",36.66914,"FBgn0052677","X11Lbeta",214,"FALSE","promoter",4
"630","chr2R",9958729,9958928,200,"*","lola_i_peaks_1_peak_443",36.59794,"FBgn0011656","Mef2",28,"TRUE","promoter",1
"631","chr2L",9657568,9657767,200,"*","lola_i_peaks_1_peak_164",36.25873,"FBgn0053299","CG33299",1067,"FALSE","distal",3
"632","chr3R",6343449,6343648,200,"*","lola_i_peaks_1_peak_1122",36.21295,"FBgn0037432","CG10298",479,"TRUE","distal",1
"633","chr3R",22424684,22424883,200,"*","lola_i_peaks_1_peak_1354",35.9655,"FBgn0038966","pinta",58,"TRUE","promoter",2
"634","chr2R",23910072,23910271,200,"*","lola_i_peaks_1_peak_685",35.65777,"FBgn0261794","kcc",198,"TRUE","promoter",2
"635","chr2R",8435019,8435218,200,"*","lola_i_peaks_1_peak_400",35.18208,"FBgn0002534","Lcp3",190,"FALSE","promoter",2
"636","chr2R",23869554,23869753,200,"*","lola_i_peaks_1_peak_680",35.15347,"FBgn0011236","ken",618,"FALSE","distal",2
"637","chr3L",3801225,3801424,200,"*","lola_i_peaks_1_peak_773",35.14777,"FBgn0052264","CG32264",36,"TRUE","promoter",1
"638","chr3R",16497415,16497614,200,"*","lola_i_peaks_1_peak_1279",35.05572,"FBgn0038440","Gr89a",1443,"FALSE","distal",1
"639","chr2R",13805988,13806187,200,"*","lola_i_peaks_1_peak_506",34.65781,"FBgn0261041","stj",96,"TRUE","promoter",1
"640","chr4",937197,937396,200,"*","lola_i_peaks_1_peak_1499",34.24761,"FBgn0019985","mGluR",477,"TRUE","distal",2
"641","chr2R",22614232,22614431,200,"*","lola_i_peaks_1_peak_653",34.03087,"FBgn0053143","CG33143",3,"TRUE","promoter",2
"642","chr2R",10729152,10729351,200,"*","lola_i_peaks_1_peak_469",33.85776,"FBgn0005586","Rab3",48,"FALSE","promoter",1
"643","chr3R",14609468,14609667,200,"*","lola_i_peaks_1_peak_1250",33.71221,"FBgn0038246","CG14853",73,"FALSE","promoter",2
"644","chr4",483770,483969,200,"*","lola_i_peaks_1_peak_1496",33.5024,"FBgn0039908","Asator",66,"TRUE","promoter",1
"645","chr2L",3786972,3787171,200,"*","lola_i_peaks_1_peak_83",33.26784,"FBgn0031571","bark",94,"FALSE","promoter",2
"646","chr3L",1204235,1204434,200,"*","lola_i_peaks_1_peak_735",33.22905,"FBgn0264272","mwh",459,"TRUE","distal",2
"647","chr3L",21173033,21173232,200,"*","lola_i_peaks_1_peak_1051",33.22617,"FBgn0270926","AsnS",14,"TRUE","promoter",2
"648","chr2L",3449573,3449772,200,"*","lola_i_peaks_1_peak_75",33.13023,"FBgn0031534","Snx1",9,"FALSE","promoter",2
"649","chr2R",17140716,17140915,200,"*","lola_i_peaks_1_peak_564",32.98784,"FBgn0265536","asRNA:CR44386",48,"TRUE","promoter",2
"650","chrX",17622837,17623036,200,"*","lola_i_peaks_1_peak_1695",32.98784,"FBgn0030850","stas",4957,"FALSE","distal",2
"651","chr2R",20236055,20236254,200,"*","lola_i_peaks_1_peak_613",32.72683,"FBgn0034485","CG11099",79,"FALSE","promoter",3
"652","chr2R",9607179,9607378,200,"*","lola_i_peaks_1_peak_437",32.6336,"FBgn0050005","GstT2",12,"FALSE","promoter",1
"653","chr2R",7070114,7070313,200,"*","lola_i_peaks_1_peak_364",32.4583,"FBgn0050298","tRNA:Thr-AGT-2-1",170,"FALSE","promoter",1
"654","chr2L",8463858,8464057,200,"*","lola_i_peaks_1_peak_150",32.26634,"FBgn0026718","fu12",35,"TRUE","promoter",1
"655","chrX",8838037,8838236,200,"*","lola_i_peaks_1_peak_1611",32.26634,"FBgn0030065","CG12075",185,"FALSE","promoter",1
"656","chrX",1696140,1696339,200,"*","lola_i_peaks_1_peak_1535",31.86031,"FBgn0023130","a6",350,"FALSE","promoter",2
"657","chr2L",490709,490908,200,"*","lola_i_peaks_1_peak_17",31.75641,"FBgn0003963","ush",25,"TRUE","promoter",1
"658","chr3L",20104801,20105000,200,"*","lola_i_peaks_1_peak_1041",31.645,"FBgn0265890","lncRNA:CR44679",397,"TRUE","distal",1
"659","chr2R",10444132,10444331,200,"*","lola_i_peaks_1_peak_459",31.54988,"FBgn0001122","Galphao",111,"TRUE","promoter",1
"660","chr3R",11993271,11993470,200,"*","lola_i_peaks_1_peak_1212",31.40595,"FBgn0260745","mfas",55,"FALSE","promoter",1
"661","chr3L",3825175,3825374,200,"*","lola_i_peaks_1_peak_774",30.67914,"FBgn0004875","enc",173,"TRUE","promoter",1
"662","chr3R",27736383,27736582,200,"*","lola_i_peaks_1_peak_1442",30.46652,"FBgn0005659","Ets98B",54,"FALSE","promoter",2
"663","chrX",17709946,17710145,200,"*","lola_i_peaks_1_peak_1698",30.20387,"FBgn0261570","CG42684",97,"FALSE","promoter",1
"664","chr2R",10383494,10383693,200,"*","lola_i_peaks_1_peak_456",29.66049,"FBgn0261698","SLO2",3484,"TRUE","distal",2
"665","chr3L",19635787,19635986,200,"*","lola_i_peaks_1_peak_1034",29.30623,"FBgn0036896","wnd",103,"FALSE","promoter",1
"666","chr2R",17563464,17563663,200,"*","lola_i_peaks_1_peak_568",29.23616,"FBgn0263029","CG43324",41,"FALSE","promoter",2
"667","chrX",18848988,18849187,200,"*","lola_i_peaks_1_peak_1723",28.93259,"FBgn0085451","htk",73,"TRUE","distal",1
"668","chrX",6719457,6719656,200,"*","lola_i_peaks_1_peak_1595",28.73575,"FBgn0029896","CG3168",7671,"FALSE","distal",2
"669","chrX",11433978,11434177,200,"*","lola_i_peaks_1_peak_1632",28.73575,"FBgn0262740","Evi5",8460,"TRUE","distal",2
"670","chr2R",15538058,15538257,200,"*","lola_i_peaks_1_peak_541",28.49184,"FBgn0050467","CG30467",16,"FALSE","promoter",2
"671","chr2L",13934796,13934995,200,"*","lola_i_peaks_1_peak_217",28.09886,"FBgn0032536","Ance-3",203,"TRUE","promoter",2
"672","chr3R",27238038,27238237,200,"*","lola_i_peaks_1_peak_1437",27.64761,"FBgn0051064","CG31064",23,"TRUE","promoter",1
"673","chrX",12568621,12568820,200,"*","lola_i_peaks_1_peak_1637",27.36057,"FBgn0264542","hwt",268,"FALSE","promoter",1
"674","chr2L",16766504,16766703,200,"*","lola_i_peaks_1_peak_250",26.86283,"FBgn0264695","Mhc",37,"TRUE","promoter",2
"675","chr2L",7757071,7757270,200,"*","lola_i_peaks_1_peak_137",26.68119,"FBgn0267689","CG46025",948,"TRUE","distal",3
"676","chr2R",8518927,8519126,200,"*","lola_i_peaks_1_peak_401",26.68119,"FBgn0050361","mtt",13266,"TRUE","distal",2
"677","chr3L",9571698,9571897,200,"*","lola_i_peaks_1_peak_878",26.68119,"FBgn0261555","CG42673",11751,"TRUE","distal",2
"678","chr3R",21720205,21720404,200,"*","lola_i_peaks_1_peak_1349",26.68119,"FBgn0051176","CG31176",644,"FALSE","distal",2
"679","chr3R",23664542,23664741,200,"*","lola_i_peaks_1_peak_1376",26.68119,"FBgn0051145","CG31145",5016,"TRUE","distal",2
"680","chrX",15306402,15306601,200,"*","lola_i_peaks_1_peak_1671",26.68119,"FBgn0261703","gce",5992,"TRUE","distal",1
"681","chr2R",24983165,24983364,200,"*","lola_i_peaks_1_peak_709",26.58148,"FBgn0010435","emp",60,"TRUE","promoter",1
"682","chr3R",6239138,6239337,200,"*","lola_i_peaks_1_peak_1119",26.00737,"FBgn0027527","Osi6",4529,"FALSE","distal",1
"683","chr3R",14026599,14026798,200,"*","lola_i_peaks_1_peak_1242",26.00737,"FBgn0264493","rdx",736,"TRUE","distal",1
"684","chrX",18404625,18404824,200,"*","lola_i_peaks_1_peak_1714",26.00737,"FBgn0052549","CG32549",139,"TRUE","promoter",1
"685","chr3R",31270770,31270969,200,"*","lola_i_peaks_1_peak_1478",25.72697,"FBgn0039839","ppk24",5139,"FALSE","distal",1
"686","chr3R",10351964,10352163,200,"*","lola_i_peaks_1_peak_1187",25.64237,"FBgn0015396","jumu",1881,"TRUE","distal",2
"687","chr2R",18514394,18514593,200,"*","lola_i_peaks_1_peak_581",25.53519,"FBgn0262476","CG43066",79,"FALSE","promoter",1
"688","chr3L",18898210,18898409,200,"*","lola_i_peaks_1_peak_1020",25.33722,"FBgn0036824","CG3902",16,"FALSE","promoter",1
"689","chr3L",20410473,20410672,200,"*","lola_i_peaks_1_peak_1046",25.26063,"FBgn0036984","CG13248",6,"FALSE","promoter",2
"690","chr2R",9369400,9369599,200,"*","lola_i_peaks_1_peak_422",25.07004,"FBgn0033405","CG13954",6593,"TRUE","distal",1
"691","chr2L",3540105,3540304,200,"*","lola_i_peaks_1_peak_77",25.06258,"FBgn0024244","drm",471,"TRUE","distal",1
"692","chr3R",22468985,22469184,200,"*","lola_i_peaks_1_peak_1356",24.89937,"FBgn0038975","Nrx-1",95,"TRUE","promoter",1
"693","chrX",5573479,5573678,200,"*","lola_i_peaks_1_peak_1583",24.67671,"FBgn0263512","Vsx2",13395,"FALSE","distal",1
"694","chr2R",22667037,22667236,200,"*","lola_i_peaks_1_peak_655",24.58285,"FBgn0050269","CG30269",17,"FALSE","promoter",1
"695","chr2L",17451045,17451244,200,"*","lola_i_peaks_1_peak_261",24.02001,"FBgn0267923","lncRNA:CR46204",650,"TRUE","distal",2
