TSS_ID	Gene_ID	Gene_Name	Strand	RE_Locus	Distance	Histone	Correlation_Sign	Score	TSS_Score
ENST00000398168	ENSG00000160200	CBS	-	chr21:44848097-44848369	-352134	H3k27ac	-	3.490e-01	1.000e+00
ENST00000380070	ENSG00000183250	C21orf67	-	chr21:46783930-46784285	-424103	H3k27ac	+	3.500e-01	1.000e+00
ENST00000437395	ENSG00000159147	DONSON	-	chr21:35055562-35056102	-94623	H3k27ac	-	3.503e-01	1.000e+00
ENST00000284971	ENSG00000154723	ATP5J	-	chr21:27512408-27512948	-405126	H3k27ac	-	3.511e-01	1.000e+00
ENST00000290200	ENSG00000243646	IL10RB	+	chr21:35055562-35056102	416899	H3k27ac	+	3.513e-01	1.000e+00
ENST00000431216	ENSG00000159079	C21orf59	-	chr21:33814786-33815326	169129	H3k27ac	-	3.524e-01	1.000e+00
ENST00000521987	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398556	H3k27ac	-	3.525e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44848097-44848369	-352124	H3k27ac	-	3.534e-01	1.000e+00
ENST00000522688	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398546	H3k27ac	-	3.538e-01	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:37850515-37850820	64332	H3k27ac	-	3.570e-01	1.000e+00
ENST00000422473	ENSG00000233393	AP000688.29	+	chr21:37802299-37802839	325120	H3k27ac	-	3.604e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44884986-44885252	-389046	H3k27ac	+	3.606e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:36167772-36168312	-371509	H3k27ac	+	3.610e-01	1.000e+00
ENST00000380708	ENSG00000182093	WRB	+	chr21:40466935-40467475	-292216	H3k27ac	+	3.612e-01	1.000e+00
ENST00000284971	ENSG00000154723	ATP5J	-	chr21:27539127-27539667	-431845	H3k27ac	-	3.619e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44914526-44914700	281625	H3k27ac	+	3.627e-01	1.000e+00
ENST00000342449	ENSG00000185658	BRWD1	-	chr21:40211470-40212010	473485	H3k27ac	+	3.644e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16251252-16251792	-125067	H3k27ac	-	3.644e-01	1.000e+00
ENST00000521987	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444796	H3k27ac	-	3.652e-01	1.000e+00
ENST00000524251	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398589	H3k27ac	-	3.657e-01	1.000e+00
ENST00000522688	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444786	H3k27ac	-	3.666e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44936642-44937264	259061	H3k27ac	+	3.667e-01	1.000e+00
ENST00000397846	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398592	H3k27ac	-	3.671e-01	1.000e+00
ENST00000466787	ENSG00000182093	WRB	+	chr21:40466935-40467475	-292242	H3k27ac	+	3.724e-01	1.000e+00
ENST00000303071	ENSG00000159147	DONSON	-	chr21:35055562-35056102	-94549	H3k27ac	-	3.735e-01	1.000e+00
ENST00000463674	ENSG00000182240	BACE2	+	chr21:43098486-43098869	484814	H3k27ac	+	3.736e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43098486-43098869	247929	H3k27ac	-	3.737e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40174622-40175024	-304216	H3k27ac	-	3.748e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40174622-40175024	-304257	H3k27ac	-	3.748e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40174622-40175024	-304278	H3k27ac	-	3.748e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40174622-40175024	-304223	H3k27ac	-	3.748e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40174622-40175024	-304243	H3k27ac	-	3.748e-01	1.000e+00
ENST00000543692	ENSG00000183486	MX2	+	chr21:43050503-43050859	308491	H3k27ac	-	3.754e-01	1.000e+00
ENST00000524251	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444829	H3k27ac	-	3.768e-01	1.000e+00
ENST00000397846	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444832	H3k27ac	-	3.777e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44832115-44832655	-452412	H3k27ac	-	3.781e-01	1.000e+00
ENST00000426819	ENSG00000159131	GART	-	chr21:35055562-35056102	-140464	H3k27ac	-	3.795e-01	1.000e+00
ENST00000381839	ENSG00000159131	GART	-	chr21:35055562-35056102	-140396	H3k27ac	-	3.825e-01	1.000e+00
ENST00000290200	ENSG00000243646	IL10RB	+	chr21:35133808-35134348	495145	H3k27ac	+	3.844e-01	1.000e+00
ENST00000447535	ENSG00000233056	C21orf105	-	chr21:44835566-44836106	-489811	H3k27ac	+	3.884e-01	1.000e+00
ENST00000460207	ENSG00000159216	RUNX1	-	chr21:37843647-37843921	-486601	H3k27ac	-	3.885e-01	1.000e+00
ENST00000475045	ENSG00000159216	RUNX1	-	chr21:37843647-37843921	-486640	H3k27ac	-	3.885e-01	1.000e+00
ENST00000357401	ENSG00000197934	AP001597.1	+	chr21:27512408-27512948	-265314	H3k27ac	+	3.888e-01	1.000e+00
ENST00000429238	ENSG00000249209	AP000304.12	-	chr21:35133808-35134348	150286	H3k27ac	+	3.902e-01	1.000e+00
ENST00000431216	ENSG00000159079	C21orf59	-	chr21:33836207-33836567	147888	H3k27ac	-	3.941e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44762737-44763466	-266797	H3k27ac	+	3.947e-01	1.000e+00
ENST00000426819	ENSG00000159131	GART	-	chr21:34659330-34659870	255228	H3k27ac	-	3.955e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44762737-44763466	-266774	H3k27ac	+	3.956e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44762737-44763466	-266764	H3k27ac	+	3.959e-01	1.000e+00
ENST00000399349	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40758	H3k27ac	+	3.976e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:36254015-36254555	-354755	H3k27ac	+	3.978e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43032924-43033464	313334	H3k27ac	-	3.979e-01	1.000e+00
ENST00000381831	ENSG00000159131	GART	-	chr21:35055562-35056102	-140415	H3k27ac	-	3.981e-01	1.000e+00
ENST00000399352	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40760	H3k27ac	+	3.981e-01	1.000e+00
ENST00000420877	ENSG00000234380	AP000330.8	+	chr21:36167772-36168312	49718	H3k27ac	+	3.991e-01	1.000e+00
ENST00000380070	ENSG00000183250	C21orf67	-	chr21:46847510-46848050	-487683	H3k27ac	+	3.992e-01	1.000e+00
ENST00000418103	ENSG00000183486	MX2	+	chr21:43104409-43104949	361968	H3k27ac	-	4.006e-01	1.000e+00
ENST00000451686	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438207	H3k27ac	-	4.016e-01	1.000e+00
ENST00000451686	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-438005	H3k27ac	-	4.016e-01	1.000e+00
ENST00000399367	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40773	H3k27ac	+	4.053e-01	1.000e+00
ENST00000465326	ENSG00000182240	BACE2	+	chr21:43097873-43098173	489318	H3k27ac	+	4.096e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16431215-16431755	-305030	H3k27ac	+	4.108e-01	1.000e+00
ENST00000418103	ENSG00000183486	MX2	+	chr21:43178564-43179104	436123	H3k27ac	-	4.117e-01	1.000e+00
ENST00000420877	ENSG00000234380	AP000330.8	+	chr21:36184659-36185199	66605	H3k27ac	+	4.138e-01	1.000e+00
ENST00000381285	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40778	H3k27ac	+	4.176e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:45005896-45006413	189912	H3k27ac	+	4.187e-01	1.000e+00
ENST00000438059	ENSG00000159131	GART	-	chr21:35055562-35056102	-140437	H3k27ac	-	4.192e-01	1.000e+00
ENST00000427839	ENSG00000173638	SLC19A1	-	chr21:46797947-46798487	163264	H3k27ac	-	4.198e-01	1.000e+00
ENST00000399208	ENSG00000185917	SETD4	-	chr21:37802299-37802839	-369638	H3k27ac	+	4.208e-01	1.000e+00
ENST00000466328	ENSG00000159228	CBR1	+	chr21:37810039-37810579	367800	H3k27ac	+	4.216e-01	1.000e+00
ENST00000424303	ENSG00000185917	SETD4	-	chr21:37802299-37802839	-369639	H3k27ac	+	4.224e-01	1.000e+00
ENST00000381318	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40798	H3k27ac	+	4.243e-01	1.000e+00
ENST00000481477	ENSG00000185917	SETD4	-	chr21:37810039-37810579	-377357	H3k27ac	+	4.255e-01	1.000e+00
ENST00000444491	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40804	H3k27ac	+	4.256e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44835566-44836106	360219	H3k27ac	+	4.266e-01	1.000e+00
ENST00000545414	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398619	H3k27ac	-	4.276e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:36179699-36180239	-383436	H3k27ac	+	4.277e-01	1.000e+00
ENST00000470742	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40803	H3k27ac	+	4.277e-01	1.000e+00
ENST00000290200	ENSG00000243646	IL10RB	+	chr21:34659330-34659870	20667	H3k27ac	+	4.292e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43135734-43136274	210524	H3k27ac	-	4.335e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:36208424-36208675	-412161	H3k27ac	+	4.336e-01	1.000e+00
ENST00000290155	ENSG00000159079	C21orf59	-	chr21:33805254-33805794	179381	H3k27ac	-	4.346e-01	1.000e+00
ENST00000545414	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444859	H3k27ac	-	4.347e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43097873-43098173	409132	H3k27ac	+	4.349e-01	1.000e+00
ENST00000441677	ENSG00000157601	MX1	+	chr21:43050503-43050859	252335	H3k27ac	+	4.378e-01	1.000e+00
ENST00000347667	ENSG00000182240	BACE2	+	chr21:43032924-43033464	493196	H3k27ac	+	4.402e-01	1.000e+00
ENST00000342449	ENSG00000185658	BRWD1	-	chr21:40685345-40685885	0	H3k4me3	-	4.406e-01	1.000e+00
ENST00000399367	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438148	H3k27ac	-	4.411e-01	1.000e+00
ENST00000399367	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437946	H3k27ac	-	4.411e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:34576101-34576641	-475852	H3k27ac	-	4.420e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:34576303-34576843	-476054	H3k27ac	-	4.420e-01	1.000e+00
ENST00000381285	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438143	H3k27ac	-	4.427e-01	1.000e+00
ENST00000381285	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437941	H3k27ac	-	4.427e-01	1.000e+00
ENST00000399349	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438163	H3k27ac	-	4.434e-01	1.000e+00
ENST00000399349	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437961	H3k27ac	-	4.434e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39649444-39650105	155899	H3k27ac	-	4.436e-01	1.000e+00
ENST00000399352	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438161	H3k27ac	-	4.439e-01	1.000e+00
ENST00000399352	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437959	H3k27ac	-	4.439e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39649444-39650105	155877	H3k27ac	-	4.441e-01	1.000e+00
ENST00000416754	ENSG00000159216	RUNX1	-	chr21:36184659-36185199	236367	H3k27ac	-	4.442e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39649444-39650105	-155991	H3k27ac	-	4.446e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39649444-39650105	-156012	H3k27ac	-	4.447e-01	1.000e+00
ENST00000417963	ENSG00000157601	MX1	+	chr21:43050503-43050859	252371	H3k27ac	+	4.457e-01	1.000e+00
ENST00000482318	ENSG00000159216	RUNX1	-	chr21:36184659-36185199	236385	H3k27ac	-	4.474e-01	1.000e+00
ENST00000400337	ENSG00000182871	COL18A1	+	chr21:46783930-46784285	-40767	H3k27ac	+	4.479e-01	1.000e+00
ENST00000400347	ENSG00000182871	COL18A1	+	chr21:46783930-46784285	-40803	H3k27ac	+	4.486e-01	1.000e+00
ENST00000381318	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438123	H3k27ac	-	4.495e-01	1.000e+00
ENST00000381318	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437921	H3k27ac	-	4.495e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39675108-39675648	194758	H3k27ac	+	4.496e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39675108-39675648	194717	H3k27ac	+	4.496e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39675108-39675648	194696	H3k27ac	+	4.496e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39675108-39675648	194751	H3k27ac	+	4.496e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39675108-39675648	194731	H3k27ac	+	4.496e-01	1.000e+00
ENST00000444491	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438117	H3k27ac	-	4.503e-01	1.000e+00
ENST00000444491	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437915	H3k27ac	-	4.503e-01	1.000e+00
ENST00000470742	ENSG00000205726	ITSN1	+	chr21:34576101-34576641	-438118	H3k27ac	-	4.506e-01	1.000e+00
ENST00000470742	ENSG00000205726	ITSN1	+	chr21:34576303-34576843	-437916	H3k27ac	-	4.506e-01	1.000e+00
ENST00000418103	ENSG00000183486	MX2	+	chr21:43050503-43050859	308062	H3k27ac	-	4.507e-01	1.000e+00
ENST00000399245	ENSG00000159216	RUNX1	-	chr21:36184659-36185199	236395	H3k27ac	-	4.511e-01	1.000e+00
ENST00000400337	ENSG00000182871	COL18A1	+	chr21:46785642-46786182	-38870	H3k27ac	+	4.514e-01	1.000e+00
ENST00000400347	ENSG00000182871	COL18A1	+	chr21:46785642-46786182	-38906	H3k27ac	+	4.522e-01	1.000e+00
ENST00000357401	ENSG00000197934	AP001597.1	+	chr21:27539127-27539667	-238595	H3k27ac	+	4.523e-01	1.000e+00
ENST00000521987	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129793	H3k27ac	-	4.530e-01	1.000e+00
ENST00000521987	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-130023	H3k27ac	-	4.530e-01	1.000e+00
ENST00000522688	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129783	H3k27ac	-	4.537e-01	1.000e+00
ENST00000522688	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-130013	H3k27ac	-	4.537e-01	1.000e+00
ENST00000466328	ENSG00000159228	CBR1	+	chr21:37843647-37843921	401408	H3k27ac	+	4.546e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46749983-46750391	42016	H3k27ac	+	4.553e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:35574169-35574709	221554	H3k27ac	-	4.567e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39715694-39715953	222149	H3k27ac	-	4.569e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39715694-39715953	222127	H3k27ac	-	4.574e-01	1.000e+00
ENST00000455164	ENSG00000157601	MX1	+	chr21:43050503-43050859	252400	H3k27ac	+	4.590e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46749983-46750391	42006	H3k27ac	+	4.597e-01	1.000e+00
ENST00000424365	ENSG00000157601	MX1	+	chr21:43050503-43050859	252398	H3k27ac	+	4.597e-01	1.000e+00
ENST00000397854	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398633	H3k27ac	-	4.622e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39715694-39715953	-222241	H3k27ac	-	4.623e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39715694-39715953	-222262	H3k27ac	-	4.624e-01	1.000e+00
ENST00000463807	ENSG00000155307	SAMSN1	-	chr21:16251252-16251792	-378326	H3k27ac	-	4.654e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44922977-44923355	-427004	H3k27ac	+	4.655e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:33836207-33836567	263682	H3k27ac	+	4.673e-01	1.000e+00
ENST00000441379	ENSG00000227039	AL844908.5	+	chr21:46739402-46739942	398436	H3k27ac	-	4.676e-01	1.000e+00
ENST00000397854	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444873	H3k27ac	-	4.680e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44922977-44923355	-427014	H3k27ac	+	4.703e-01	1.000e+00
ENST00000332149	ENSG00000184012	TMPRSS2	-	chr21:43104409-43104949	-224324	H3k27ac	-	4.715e-01	1.000e+00
ENST00000497881	ENSG00000184012	TMPRSS2	-	chr21:43104409-43104949	-224325	H3k27ac	-	4.715e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16594147-16594487	-467962	H3k27ac	-	4.721e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16594329-16594869	-468144	H3k27ac	-	4.721e-01	1.000e+00
ENST00000522931	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-451445	H3k27ac	+	4.727e-01	1.000e+00
ENST00000441379	ENSG00000227039	AL844908.5	+	chr21:46785642-46786182	444676	H3k27ac	-	4.729e-01	1.000e+00
ENST00000398598	ENSG00000157601	MX1	+	chr21:43050503-43050859	252409	H3k27ac	+	4.752e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45029622-45029781	-255286	H3k27ac	+	4.772e-01	1.000e+00
ENST00000381947	ENSG00000177692	DNAJC28	-	chr21:34659330-34659870	204156	H3k27ac	-	4.775e-01	1.000e+00
ENST00000524251	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129826	H3k27ac	-	4.777e-01	1.000e+00
ENST00000524251	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-130056	H3k27ac	-	4.777e-01	1.000e+00
ENST00000381831	ENSG00000159131	GART	-	chr21:34659330-34659870	255277	H3k27ac	-	4.791e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43104409-43104949	415668	H3k27ac	-	4.792e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44922977-44923355	-427037	H3k27ac	+	4.800e-01	1.000e+00
ENST00000302347	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-398438	H3k27ac	-	4.804e-01	1.000e+00
ENST00000332149	ENSG00000184012	TMPRSS2	-	chr21:43178564-43179104	-298479	H3k27ac	-	4.816e-01	1.000e+00
ENST00000497881	ENSG00000184012	TMPRSS2	-	chr21:43178564-43179104	-298480	H3k27ac	-	4.816e-01	1.000e+00
ENST00000381839	ENSG00000159131	GART	-	chr21:34659330-34659870	255296	H3k27ac	-	4.819e-01	1.000e+00
ENST00000465326	ENSG00000182240	BACE2	+	chr21:43098486-43098869	489931	H3k27ac	+	4.827e-01	1.000e+00
ENST00000397846	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129829	H3k27ac	-	4.832e-01	1.000e+00
ENST00000397846	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-130059	H3k27ac	-	4.832e-01	1.000e+00
ENST00000402202	ENSG00000177692	DNAJC28	-	chr21:34659330-34659870	204127	H3k27ac	-	4.854e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16583781-16584321	-457596	H3k27ac	-	4.857e-01	1.000e+00
ENST00000438059	ENSG00000159131	GART	-	chr21:34659330-34659870	255255	H3k27ac	-	4.860e-01	1.000e+00
ENST00000460259	ENSG00000160194	NDUFV3	+	chr21:44753164-44753648	453410	H3k27ac	-	4.875e-01	1.000e+00
ENST00000302347	ENSG00000160255	ITGB2	-	chr21:46785642-46786182	-444678	H3k27ac	-	4.886e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43178564-43179104	489823	H3k27ac	-	4.892e-01	1.000e+00
ENST00000419921	ENSG00000234380	AP000330.8	+	chr21:36184659-36185199	66525	H3k27ac	+	4.897e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40166004-40166544	-295598	H3k27ac	-	4.898e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40166004-40166544	-295639	H3k27ac	-	4.898e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40166004-40166544	-295660	H3k27ac	-	4.898e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40166004-40166544	-295605	H3k27ac	-	4.898e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40166004-40166544	-295625	H3k27ac	-	4.898e-01	1.000e+00
ENST00000430792	ENSG00000185808	PIGP	-	chr21:38255994-38256567	188729	H3k27ac	+	4.906e-01	1.000e+00
ENST00000423967	ENSG00000232698	AP001058.3	-	chr21:45132032-45132841	494440	H3k27ac	-	4.917e-01	1.000e+00
ENST00000439427	ENSG00000159228	CBR1	+	chr21:37843647-37843921	401334	H3k27ac	+	4.941e-01	1.000e+00
ENST00000463138	ENSG00000184012	TMPRSS2	-	chr21:43104409-43104949	-224369	H3k27ac	-	4.971e-01	1.000e+00
ENST00000399191	ENSG00000159228	CBR1	+	chr21:37843647-37843921	401314	H3k27ac	+	4.989e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43104409-43104949	241849	H3k27ac	-	4.994e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44922239-44922750	-426266	H3k27ac	+	4.996e-01	1.000e+00
ENST00000460207	ENSG00000159216	RUNX1	-	chr21:37810039-37810579	-452993	H3k27ac	-	5.004e-01	1.000e+00
ENST00000475045	ENSG00000159216	RUNX1	-	chr21:37810039-37810579	-453032	H3k27ac	-	5.004e-01	1.000e+00
ENST00000416754	ENSG00000159216	RUNX1	-	chr21:36208424-36208675	212891	H3k27ac	-	5.014e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44922239-44922750	-426276	H3k27ac	+	5.041e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44897802-44898291	298034	H3k27ac	+	5.054e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44897802-44898295	298030	H3k27ac	+	5.054e-01	1.000e+00
ENST00000463138	ENSG00000184012	TMPRSS2	-	chr21:43178564-43179104	-298524	H3k27ac	-	5.068e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44922977-44923355	-361712	H3k27ac	-	5.096e-01	1.000e+00
ENST00000290155	ENSG00000159079	C21orf59	-	chr21:33829737-33830277	154898	H3k27ac	+	5.105e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43032924-43033464	338177	H3k27ac	-	5.106e-01	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:37810039-37810579	104573	H3k27ac	-	5.138e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40173343-40173560	-302937	H3k27ac	-	5.148e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40173377-40173917	-302971	H3k27ac	-	5.148e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40173343-40173560	-302978	H3k27ac	-	5.148e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40173377-40173917	-303012	H3k27ac	-	5.148e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40173343-40173560	-302999	H3k27ac	-	5.148e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40173377-40173917	-303033	H3k27ac	-	5.148e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40173343-40173560	-302944	H3k27ac	-	5.148e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40173377-40173917	-302978	H3k27ac	-	5.148e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40173343-40173560	-302964	H3k27ac	-	5.148e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40173377-40173917	-302998	H3k27ac	-	5.148e-01	1.000e+00
ENST00000419921	ENSG00000234380	AP000330.8	+	chr21:36167772-36168312	49638	H3k27ac	+	5.168e-01	1.000e+00
ENST00000332149	ENSG00000184012	TMPRSS2	-	chr21:43050503-43050859	-170418	H3k27ac	-	5.169e-01	1.000e+00
ENST00000497881	ENSG00000184012	TMPRSS2	-	chr21:43050503-43050859	-170419	H3k27ac	-	5.169e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43178564-43179104	167694	H3k27ac	-	5.178e-01	1.000e+00
ENST00000419921	ENSG00000234380	AP000330.8	+	chr21:36179699-36180239	61565	H3k27ac	-	5.184e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45148312-45148500	-136567	H3k27ac	+	5.188e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44914526-44914700	-418553	H3k27ac	+	5.192e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43097873-43098173	248625	H3k27ac	-	5.201e-01	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:38230667-38230968	-315515	H3k27ac	-	5.201e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43032924-43033464	344183	H3k27ac	-	5.220e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44922239-44922750	-426299	H3k27ac	+	5.230e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43050503-43050859	361762	H3k27ac	-	5.241e-01	1.000e+00
ENST00000534991	ENSG00000256073	C21orf119	+	chr21:33805254-33805794	39815	H3k27ac	+	5.251e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44914526-44914700	-418563	H3k27ac	+	5.257e-01	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16431215-16431755	5565	H3k27ac	+	5.276e-01	1.000e+00
ENST00000300305	ENSG00000159216	RUNX1	-	chr21:36184659-36185199	236441	H3k27ac	-	5.278e-01	1.000e+00
